"Date","Price","Open","High","Low","Vol.","Change %"
"05/05/2022","1,051.69","1,058.16","1,063.96","1,041.70","16.05K","-0.93%"
"04/29/2022","1,061.55","1,054.85","1,061.83","1,052.72","22.54K","1.73%"
"04/27/2022","1,043.50","1,024.67","1,043.55","1,019.35","18.94K","1.84%"
"04/26/2022","1,024.67","1,008.68","1,024.68","986.64","21.48K","1.59%"
"04/25/2022","1,008.68","1,037.59","1,044.06","1,003.37","28.37K","-2.79%"
"04/22/2022","1,037.59","1,037.64","1,054.02","1,024.40","29.24K","0.03%"
"04/21/2022","1,037.30","1,055.16","1,055.16","1,023.96","31.59K","-1.70%"
"04/20/2022","1,055.28","1,079.60","1,081.97","1,055.28","28.98K","-2.25%"
"04/19/2022","1,079.60","1,103.20","1,106.73","1,079.50","29.20K","-2.17%"
"04/18/2022","1,103.54","1,138.04","1,138.76","1,100.74","32.55K","-3.03%"
"04/15/2022","1,138.04","1,150.68","1,151.75","1,135.98","22.80K","-1.10%"
"04/14/2022","1,150.70","1,150.57","1,157.45","1,147.97","17.11K","0.01%"
"04/13/2022","1,150.57","1,142.51","1,150.57","1,127.81","24.24K","0.74%"
"04/12/2022","1,142.10","1,164.91","1,170.58","1,140.68","30.22K","-1.96%"
"04/08/2022","1,164.91","1,186.83","1,187.30","1,164.06","28.47K","-1.85%"
"04/07/2022","1,186.83","1,185.68","1,192.67","1,176.35","29.56K","0.12%"
"04/06/2022","1,185.36","1,196.30","1,196.80","1,180.03","37.91K","-0.91%"
"04/05/2022","1,196.30","1,194.20","1,199.31","1,192.28","24.42K","0.17%"
"04/04/2022","1,194.23","1,181.95","1,194.23","1,181.92","28.85K","1.04%"
"04/01/2022","1,181.95","1,181.17","1,182.33","1,166.99","46.82K","-0.03%"
"03/31/2022","1,182.30","1,191.40","1,196.88","1,178.01","35.91K","-0.75%"
"03/30/2022","1,191.24","1,213.55","1,214.61","1,188.21","56.28K","-1.83%"
"03/29/2022","1,213.45","1,202.93","1,239.17","1,201.03","41.29K","0.90%"
"03/28/2022","1,202.63","1,215.68","1,232.42","1,195.42","56.24K","-1.05%"
"03/25/2022","1,215.45","1,236.58","1,239.12","1,206.50","56.07K","-1.70%"
"03/24/2022","1,236.42","1,205.75","1,236.42","1,203.58","43.04K","2.55%"
"03/23/2022","1,205.72","1,205.29","1,208.09","1,201.20","46.29K","0.04%"
"03/22/2022","1,205.22","1,198.15","1,206.10","1,197.03","54.96K","0.61%"
"03/21/2022","1,197.90","1,185.48","1,197.91","1,184.87","39.48K","1.08%"
"03/18/2022","1,185.06","1,179.56","1,185.48","1,179.56","48.47K","0.47%"
"03/17/2022","1,179.53","1,176.08","1,187.00","1,175.79","40.09K","0.30%"
"03/16/2022","1,176.06","1,170.63","1,178.44","1,170.37","33.38K","0.48%"
"03/15/2022","1,170.42","1,156.98","1,170.43","1,147.83","41.19K","1.15%"
"03/14/2022","1,157.09","1,177.64","1,178.00","1,154.80","48.58K","-1.75%"
"03/11/2022","1,177.64","1,184.53","1,188.10","1,174.95","77.65K","-0.57%"
"03/10/2022","1,184.35","1,175.72","1,184.35","1,174.28","55.70K","0.77%"
"03/09/2022","1,175.32","1,174.75","1,179.07","1,157.04","58.60K","0.05%"
"03/08/2022","1,174.75","1,185.23","1,187.92","1,172.20","54.59K","-0.87%"
"03/07/2022","1,185.11","1,175.06","1,185.14","1,174.72","53.72K","0.86%"
"03/04/2022","1,175.06","1,167.78","1,202.08","1,167.78","56.06K","0.67%"
"03/03/2022","1,167.28","1,152.96","1,167.46","1,152.96","48.17K","1.24%"
"03/02/2022","1,152.96","1,157.47","1,161.50","1,149.87","35.68K","-0.42%"
"03/01/2022","1,157.81","1,154.13","1,159.12","1,151.21","45.13K","0.32%"
"02/28/2022","1,154.13","1,149.36","1,155.29","1,149.36","35.46K","0.44%"
"02/25/2022","1,149.09","1,134.13","1,149.49","1,133.69","33.82K","1.36%"
"02/24/2022","1,133.68","1,152.35","1,155.17","1,121.19","47.52K","-1.62%"
"02/23/2022","1,152.35","1,135.78","1,170.09","1,135.38","34.92K","1.47%"
"02/22/2022","1,135.69","1,151.52","1,151.97","1,129.38","35.96K","-1.34%"
"02/21/2022","1,151.10","1,145.01","1,154.22","1,143.74","33.98K","0.53%"
"02/18/2022","1,145.01","1,138.26","1,145.04","1,133.34","27.14K","0.62%"
"02/17/2022","1,137.90","1,131.95","1,137.90","1,131.16","20.23K","0.53%"
"02/16/2022","1,131.92","1,126.66","1,132.61","1,124.76","21.28K","0.48%"
"02/15/2022","1,126.52","1,125.30","1,155.91","1,118.68","13.67K","0.11%"
"02/14/2022","1,125.27","1,149.43","1,150.03","1,125.15","24.29K","-2.12%"
"02/11/2022","1,149.61","1,156.28","1,157.04","1,147.62","20.21K","-0.59%"
"02/10/2022","1,156.46","1,160.97","1,168.68","1,152.89","15.98K","-0.39%"
"02/09/2022","1,160.93","1,144.70","1,160.94","1,140.68","17.40K","1.42%"
"02/08/2022","1,144.70","1,152.94","1,157.59","1,143.23","15.40K","-0.71%"
"02/07/2022","1,152.94","1,129.50","1,154.40","1,126.86","12.79K","2.08%"
