"Date","Price","Open","High","Low","Vol.","Change %"
"01/21/2022","766.49","766.49","766.49","766.49","","-0.03%"
"01/20/2022","766.74","766.74","766.74","766.74","","1.12%"
"01/19/2022","758.25","758.25","758.25","758.25","","0.90%"
"01/18/2022","751.45","751.45","751.45","751.45","","-1.32%"
"01/17/2022","761.48","761.48","761.48","761.48","","-3.62%"
"01/14/2022","790.06","790.06","790.06","790.06","","0.10%"
"01/13/2022","789.29","789.29","789.29","789.29","","-1.58%"
"01/12/2022","801.97","801.97","801.97","801.97","","0.51%"
"01/11/2022","797.91","797.91","797.91","797.91","","-1.32%"
"01/10/2022","808.57","808.57","808.57","808.57","","-1.21%"
"01/07/2022","818.45","818.45","818.45","818.45","","-0.32%"
"01/06/2022","821.07","821.07","821.07","821.07","","0.59%"
"01/05/2022","816.29","816.29","816.29","816.29","","-0.55%"
"01/04/2022","820.77","820.77","820.77","820.77","","2.09%"
"12/31/2021","803.98","803.98","803.98","803.98","","0.82%"
"12/30/2021","797.42","797.42","797.42","797.42","","0.09%"
"12/29/2021","796.71","796.71","796.71","796.71","","-0.87%"
"12/28/2021","803.74","803.74","803.74","803.74","","0.05%"
"12/27/2021","803.36","803.36","803.36","803.36","","0.86%"
"12/24/2021","796.51","796.51","796.51","796.51","","1.01%"
"12/23/2021","788.53","788.53","788.53","788.53","","-1.91%"
"12/22/2021","803.91","803.91","803.91","803.91","","0.15%"
"12/21/2021","802.70","802.70","802.70","802.70","","0.50%"
"12/20/2021","798.74","798.74","798.74","798.74","","-0.26%"
"12/17/2021","800.86","800.86","800.86","800.86","","0.28%"
"12/16/2021","798.65","798.65","798.65","798.65","","-0.15%"
"12/15/2021","799.81","799.81","799.81","799.81","","0.16%"
"12/14/2021","798.55","798.55","798.55","798.55","","0.16%"
"12/13/2021","797.25","797.25","797.25","797.25","","0.68%"
"12/10/2021","791.83","791.83","791.83","791.83","","-1.02%"
"12/09/2021","799.95","799.95","799.95","799.95","","1.30%"
"12/08/2021","789.70","789.70","789.70","789.70","","-0.26%"
"12/07/2021","791.79","791.79","791.79","791.79","","2.45%"
"12/06/2021","772.85","772.85","772.85","772.85","","-1.40%"
"12/03/2021","783.80","783.80","783.80","783.80","","-2.52%"
"12/02/2021","804.07","804.07","804.07","804.07","","-0.04%"
"12/01/2021","804.42","804.42","804.42","804.42","","0.10%"
"11/30/2021","803.61","803.61","803.61","803.61","","-0.04%"
"11/29/2021","803.91","803.91","803.91","803.91","","-0.01%"
"11/26/2021","804.02","804.02","804.02","804.02","","-0.04%"
"11/25/2021","804.33","804.33","804.33","804.33","","1.15%"
"11/24/2021","795.22","795.22","795.22","795.22","","0.69%"
"11/23/2021","789.78","789.78","789.78","789.78","","1.89%"
"11/22/2021","775.12","775.12","775.12","775.12","","-0.25%"
"11/19/2021","777.03","777.03","777.03","777.03","","-1.60%"
"11/18/2021","789.70","789.70","789.70","789.70","","-0.48%"
"11/17/2021","793.49","793.49","793.49","793.49","","0.47%"
"11/16/2021","789.79","789.79","789.79","789.79","","-1.20%"
"11/15/2021","799.37","799.37","799.37","799.37","","0.52%"
"11/12/2021","795.21","795.21","795.21","795.21","","0.68%"
"11/11/2021","789.87","789.87","789.87","789.87","","-0.48%"
"11/10/2021","793.69","793.69","793.69","793.69","","-0.02%"
"11/09/2021","793.82","793.82","793.82","793.82","","-0.55%"
"11/08/2021","798.24","798.24","798.24","798.24","","0.91%"
"11/05/2021","791.08","791.08","791.08","791.08","","0.34%"
"11/04/2021","788.38","788.38","788.38","788.38","","0.51%"
"11/03/2021","784.39","784.39","784.39","784.39","","-1.03%"
"11/02/2021","792.58","792.58","792.58","792.58","","0.36%"
"11/01/2021","789.77","789.77","789.77","789.77","","-1.05%"
"10/29/2021","798.13","798.13","798.13","798.13","","0.77%"
"10/28/2021","792.01","792.01","792.01","792.01","","0.84%"
"10/27/2021","785.41","785.41","785.41","785.41","","2.58%"
"10/26/2021","765.63","765.63","765.63","765.63","","0.41%"
"10/25/2021","762.54","762.54","762.54","762.54","","-0.52%"
"10/22/2021","766.51","766.51","766.51","766.51","","0.31%"
"10/21/2021","764.11","764.11","764.11","764.11","","-0.79%"
"10/20/2021","770.18","770.18","770.18","770.18","","-0.09%"
"10/19/2021","770.87","770.87","770.87","770.87","","-0.24%"
"10/18/2021","772.72","772.72","772.72","772.72","","0.47%"
"10/15/2021","769.11","769.11","769.11","769.11","","-0.09%"
"10/14/2021","769.83","769.83","769.83","769.83","","-0.19%"
"10/13/2021","771.31","771.31","771.31","771.31","","-0.52%"
"10/12/2021","775.36","775.36","775.36","775.36","","-0.04%"
"10/11/2021","775.66","775.66","775.66","775.66","","1.66%"
"10/08/2021","762.96","762.96","762.96","762.96","","0.55%"
"10/07/2021","758.82","758.82","758.82","758.82","","-0.18%"
"10/06/2021","760.20","760.20","760.20","760.20","","0.64%"
"10/05/2021","755.34","755.34","755.34","755.34","","0.88%"
"10/04/2021","748.72","748.72","748.72","748.72","","1.01%"
"10/01/2021","741.20","741.20","741.20","741.20","","-0.64%"
"09/30/2021","745.99","745.99","745.99","745.99","","0.31%"
"09/29/2021","743.68","743.68","743.68","743.68","","0.33%"
"09/28/2021","741.25","741.25","741.25","741.25","","1.32%"
"09/27/2021","731.62","731.62","731.62","731.62","","-1.74%"
"09/24/2021","744.58","744.58","744.58","744.58","","-0.36%"
"09/23/2021","747.30","747.30","747.30","747.30","","0.25%"
"09/22/2021","745.45","745.45","745.45","745.45","","0.83%"
"09/21/2021","739.30","739.30","739.30","739.30","","-0.95%"
"09/20/2021","746.41","746.41","746.41","746.41","","-0.31%"
"09/17/2021","748.71","748.71","748.71","748.71","","-0.33%"
"09/16/2021","751.17","751.17","751.17","751.17","","-0.18%"
"09/15/2021","752.53","752.53","752.53","752.53","","1.40%"
"09/14/2021","742.13","742.13","742.13","742.13","","0.04%"
"09/13/2021","741.80","741.80","741.80","741.80","","-0.54%"
"09/10/2021","745.81","745.81","745.81","745.81","","-0.03%"
"09/09/2021","746.03","746.03","746.03","746.03","","0.39%"
"09/08/2021","743.12","743.12","743.12","743.12","","-0.34%"
"09/07/2021","745.65","745.65","745.65","745.65","","-0.74%"
