"Date","Price","Open","High","Low","Vol.","Change %"
"05/27/2022","1,311.99","1,291.50","1,315.05","1,290.73","457.66K","1.71%"
"05/26/2022","1,289.92","1,291.39","1,299.19","1,283.99","422.82K","0.05%"
"05/25/2022","1,289.32","1,254.52","1,289.32","1,251.31","519.43K","3.26%"
"05/24/2022","1,248.63","1,233.12","1,248.63","1,214.45","401.00K","1.29%"
"05/23/2022","1,232.75","1,263.89","1,263.98","1,221.77","411.56K","-1.96%"
"05/20/2022","1,257.42","1,256.63","1,270.04","1,248.13","375.77K","0.20%"
"05/19/2022","1,254.95","1,226.31","1,261.80","1,224.76","379.97K","-0.07%"
"05/18/2022","1,255.84","1,257.11","1,268.71","1,240.85","427.34K","0.98%"
"05/17/2022","1,243.67","1,174.48","1,243.67","1,166.86","452.80K","5.19%"
"05/16/2022","1,182.27","1,219.70","1,226.97","1,180.47","465.21K","-0.87%"
"05/13/2022","1,192.63","1,248.15","1,253.40","1,188.02","612.68K","-4.75%"
"05/12/2022","1,252.04","1,308.42","1,310.13","1,252.04","429.19K","-5.21%"
"05/11/2022","1,320.89","1,314.13","1,324.23","1,295.53","320.44K","0.72%"
"05/10/2022","1,311.45","1,281.60","1,311.45","1,248.63","521.03K","1.87%"
"05/09/2022","1,287.33","1,331.54","1,333.74","1,281.68","533.40K","-4.72%"
"05/06/2022","1,351.15","1,378.17","1,378.17","1,351.15","438.92K","-2.54%"
"05/05/2022","1,386.43","1,392.93","1,393.33","1,356.84","445.37K","0.47%"
"05/04/2022","1,379.90","1,402.40","1,402.48","1,379.90","432.89K","-1.82%"
"04/29/2022","1,405.42","1,383.22","1,405.75","1,377.47","455.25K","1.58%"
"04/28/2022","1,383.60","1,384.45","1,393.95","1,377.57","394.71K","-0.06%"
"04/27/2022","1,384.46","1,370.64","1,387.77","1,345.17","400.55K","0.85%"
"04/26/2022","1,372.78","1,315.88","1,372.78","1,286.71","578.79K","2.50%"
"04/25/2022","1,339.30","1,416.22","1,417.79","1,331.69","590.10K","-5.45%"
"04/22/2022","1,416.54","1,419.43","1,435.20","1,387.90","684.49K","0.42%"
"04/21/2022","1,410.68","1,416.90","1,434.55","1,395.03","627.47K","-0.86%"
"04/20/2022","1,422.88","1,440.17","1,449.63","1,422.88","557.46K","-1.33%"
"04/19/2022","1,442.00","1,477.56","1,484.98","1,442.00","566.50K","-2.18%"
"04/18/2022","1,474.19","1,501.49","1,501.49","1,466.43","684.48K","-2.06%"
"04/15/2022","1,505.15","1,523.65","1,528.88","1,502.51","549.35K","-1.47%"
"04/14/2022","1,527.59","1,536.43","1,541.04","1,526.58","409.69K","-0.34%"
"04/13/2022","1,532.73","1,511.37","1,532.73","1,498.67","551.06K","1.70%"
"04/12/2022","1,507.13","1,539.29","1,542.56","1,507.13","556.85K","-1.71%"
"04/08/2022","1,533.35","1,556.39","1,562.02","1,533.35","610.33K","-1.51%"
"04/07/2022","1,556.85","1,579.61","1,581.56","1,556.85","657.10K","-1.28%"
"04/06/2022","1,577.04","1,563.75","1,580.83","1,559.64","773.19K","0.33%"
"04/05/2022","1,571.80","1,575.60","1,582.45","1,571.42","564.31K","-0.43%"
"04/04/2022","1,578.63","1,588.82","1,589.19","1,578.63","625.75K","0.32%"
"04/01/2022","1,573.52","1,540.52","1,573.52","1,536.58","762.40K","1.93%"
"03/31/2022","1,543.71","1,545.10","1,551.52","1,539.57","524.39K","0.09%"
"03/30/2022","1,542.28","1,544.70","1,558.31","1,534.30","733.74K","-0.51%"
"03/29/2022","1,550.13","1,535.24","1,551.89","1,535.24","579.10K","1.09%"
"03/28/2022","1,533.45","1,549.02","1,549.02","1,521.73","819.34K","-1.03%"
"03/25/2022","1,549.39","1,547.98","1,552.50","1,544.95","616.05K","0.19%"
"03/24/2022","1,546.50","1,550.72","1,553.79","1,542.68","650.42K","-0.21%"
"03/23/2022","1,549.74","1,553.75","1,561.01","1,549.03","668.96K","-0.10%"
"03/22/2022","1,551.35","1,546.06","1,556.03","1,544.99","745.21K","0.72%"
"03/21/2022","1,540.30","1,517.73","1,540.30","1,517.73","607.66K","1.71%"
"03/18/2022","1,514.40","1,511.69","1,520.70","1,511.69","632.06K","0.46%"
"03/17/2022","1,507.51","1,515.66","1,516.46","1,506.82","574.01K","0.02%"
"03/16/2022","1,507.19","1,507.75","1,510.28","1,502.35","455.97K","0.50%"
"03/15/2022","1,499.64","1,489.83","1,500.48","1,482.64","541.20K","0.67%"
"03/14/2022","1,489.67","1,501.82","1,504.36","1,482.28","678.24K","-1.27%"
"03/11/2022","1,508.76","1,519.31","1,522.90","1,500.43","726.35K","-0.78%"
"03/10/2022","1,520.58","1,519.53","1,532.06","1,519.53","537.67K","0.37%"
"03/09/2022","1,514.95","1,516.84","1,521.45","1,498.72","751.86K","0.16%"
"03/08/2022","1,512.54","1,526.24","1,534.50","1,511.65","842.01K","-1.64%"
"03/07/2022","1,537.78","1,539.47","1,546.05","1,532.09","797.40K","-0.61%"
"03/04/2022","1,547.16","1,546.37","1,552.25","1,543.48","740.58K","0.29%"
"03/03/2022","1,542.67","1,526.60","1,542.67","1,521.43","779.18K","1.56%"
"03/02/2022","1,518.96","1,534.97","1,536.72","1,512.99","761.08K","-1.20%"
"03/01/2022","1,537.48","1,532.99","1,541.41","1,531.08","687.17K","0.55%"
"02/28/2022","1,529.13","1,536.83","1,542.47","1,524.84","600.30K","-0.50%"
"02/25/2022","1,536.78","1,539.51","1,548.15","1,536.78","620.72K","0.57%"
"02/24/2022","1,528.11","1,544.87","1,549.06","1,501.34","957.66K","-1.10%"
