"Date","Price","Open","High","Low","Vol.","Change %"
"06/20/2022","332.84","354.27","357.70","332.58","8.72K","-6.17%"
"06/17/2022","354.71","372.54","372.54","349.82","10.03K","-5.00%"
"06/16/2022","373.38","362.77","377.30","362.77","8.84K","2.94%"
"06/15/2022","362.70","383.09","387.11","359.94","11.00K","-5.32%"
"06/14/2022","383.09","388.72","391.00","374.93","9.88K","-1.45%"
"06/13/2022","388.72","419.80","419.80","386.94","13.60K","-7.40%"
"06/10/2022","419.80","427.87","433.03","419.12","12.36K","-2.04%"
"06/09/2022","428.53","422.54","429.04","421.93","8.79K","1.42%"
"06/08/2022","422.54","409.72","426.01","409.72","10.58K","3.13%"
"06/07/2022","409.72","416.00","417.08","399.06","13.06K","-1.51%"
"06/06/2022","416.00","427.79","433.07","415.24","8.48K","-2.82%"
"06/03/2022","428.08","430.32","431.23","420.29","7.55K","-0.25%"
"06/02/2022","429.15","432.89","438.59","427.41","13.55K","-0.86%"
"06/01/2022","432.89","431.48","439.38","426.23","7.94K","-0.15%"
"05/31/2022","433.54","424.80","434.77","424.01","11.68K","2.03%"
"05/30/2022","424.90","408.18","424.95","408.09","11.73K","4.10%"
"05/27/2022","408.18","406.35","411.64","404.94","7.70K","0.45%"
"05/26/2022","406.35","410.46","412.28","404.23","7.47K","-1.06%"
"05/25/2022","410.70","396.71","411.79","396.68","11.76K","3.91%"
"05/24/2022","395.23","385.02","395.23","376.52","7.95K","2.65%"
"05/23/2022","385.02","392.78","403.27","379.62","10.98K","-1.98%"
"05/20/2022","392.78","380.84","398.87","379.67","10.44K","3.14%"
"05/19/2022","380.84","382.69","384.38","367.88","6.71K","-0.49%"
"05/18/2022","382.70","378.97","388.30","378.97","8.03K","0.98%"
"05/17/2022","378.97","350.44","379.10","349.34","8.74K","6.99%"
"05/16/2022","354.20","351.82","368.17","345.61","6.75K","0.68%"
"05/13/2022","351.82","373.03","376.56","345.61","13.11K","-5.60%"
"05/12/2022","372.68","400.03","401.67","371.93","9.19K","-6.84%"
"05/11/2022","400.03","385.24","400.53","385.24","7.25K","2.80%"
"05/10/2022","389.12","379.74","389.91","364.91","10.02K","1.39%"
"05/09/2022","383.79","420.16","420.16","383.63","16.91K","-8.66%"
"05/06/2022","420.16","449.32","449.32","420.16","10.84K","-6.56%"
"05/05/2022","449.65","453.68","459.89","437.88","11.43K","-0.85%"
"05/04/2022","453.50","462.05","464.13","453.19","10.49K","-1.82%"
"04/29/2022","461.89","458.25","470.40","449.78","10.14K","0.83%"
"04/28/2022","458.11","453.03","465.56","453.03","12.13K","10.00%"
"04/25/2022","416.47","442.86","446.56","413.51","13.03K","-5.96%"
"04/22/2022","442.86","449.02","456.63","429.86","12.49K","-1.37%"
"04/21/2022","449.02","456.52","456.52","429.47","19.21K","-1.70%"
"04/20/2022","456.79","470.85","472.20","454.96","14.31K","-2.92%"
"04/19/2022","470.52","482.02","490.87","470.48","13.66K","-2.39%"
"04/18/2022","482.02","507.31","507.83","474.72","18.12K","-4.99%"
"04/15/2022","507.31","532.08","533.93","506.82","15.30K","-4.66%"
"04/14/2022","532.08","538.15","545.28","530.39","8.98K","-1.05%"
"04/13/2022","537.74","530.14","537.93","511.31","12.08K","1.43%"
"04/12/2022","530.14","545.83","557.30","529.35","14.03K","-2.87%"
